driver_id,total_fare,avg_distance
69,101.31,49.69
22,184.47,18.603333333333335
99,226.72,28.972499999999997
47,360.88,30.410000000000004
5,189.77,23.697499999999998
100,223.14999999999998,14.885
61,208.79999999999998,17.523333333333333
17,320.24,18.416666666666668
68,315.36,40.416666666666664
41,319.65,35.44
23,261.53,27.853333333333335
38,295.73,39.26333333333333
44,327.0,25.810000000000002
82,391.73999999999995,24.95
86,129.67000000000002,26.315
24,179.49,15.424999999999999
20,195.44,31.166666666666668
37,155.57,11.105
49,351.09000000000003,22.00333333333333
