driver_id,total_fare,avg_distance
51,480.6600000000001,28.375714285714285
29,422.65999999999997,28.376666666666665
64,731.01,28.38875
22,626.0699999999999,24.90888888888889
52,631.3199999999999,33.1475
47,750.45,24.848000000000003
99,682.9599999999999,27.09818181818181
60,546.76,29.318749999999998
19,532.14,23.285
40,58.13,36.57
82,704.3899999999999,28.77125
79,506.90999999999997,29.627142857142854
32,957.0300000000001,21.710909090909094
1,666.89,27.943749999999998
10,353.46,11.000000000000002
63,504.08,17.398571428571433
83,586.1399999999999,32.63857142857143
21,79.63000000000001,28.155
80,328.92,29.564
