driver_id,total_fare,avg_distance
54,986.37,27.064999999999998
8,1235.96,22.376875
52,836.0999999999999,34.07181818181818
16,786.8,35.757000000000005
99,1021.0799999999999,29.532941176470587
96,1899.5800000000002,22.60636363636364
46,883.6500000000001,21.657
19,1200.5600000000002,25.667142857142856
23,838.9699999999999,30.3125
53,1240.58,21.337999999999997
86,778.23,18.03125
33,413.04,20.7
48,1577.0200000000002,30.180588235294113
97,1171.17,22.020625
24,1108.9900000000002,26.676428571428573
88,683.41,22.07
13,1295.9099999999999,30.085000000000004
72,1256.3999999999999,27.64846153846154
50,595.53,33.17555555555556
