driver_id,total_fare,avg_distance
7,355.06,32.39333333333333
42,487.29999999999995,34.791999999999994
5,391.50000000000006,27.912857142857142
27,257.02000000000004,22.933333333333337
17,562.6500000000001,29.909999999999997
26,117.21,22.384999999999998
6,634.4000000000001,18.43875
93,441.96,35.20333333333334
25,537.01,28.92285714285714
92,268.15000000000003,30.542499999999997
48,238.55,31.293333333333333
24,597.21,23.700000000000003
36,110.19,29.02
49,738.9300000000001,22.4375
65,671.2600000000001,25.428888888888892
14,423.09000000000003,20.491666666666667
94,676.32,29.3
2,474.24,22.827999999999996
