driver_id,total_fare,avg_distance
15,940.2600000000001,25.1225
11,503.78999999999996,19.554000000000002
69,750.03,31.897500000000004
73,810.22,26.59111111111111
71,417.19999999999993,25.666666666666668
96,1477.18,20.34
43,664.39,27.8825
31,554.4300000000001,17.664285714285715
100,361.66999999999996,29.3175
61,775.44,19.61444444444444
46,455.64,22.113333333333333
82,881.7599999999999,30.135
86,630.9,17.76142857142857
81,788.4800000000001,26.522222222222222
9,541.87,17.88
10,515.24,11.284285714285716
65,857.4300000000002,27.09769230769231
21,481.76,17.84
72,723.09,30.585000000000004
2,811.91,27.6725
