driver_id,total_fare,avg_distance
69,1543.5100000000002,31.999411764705883
87,1175.29,27.73071428571429
34,586.65,17.94375
52,934.1799999999998,32.69769230769231
98,954.9800000000002,32.527272727272724
77,980.61,23.360769230769225
90,860.15,27.965454545454545
55,1123.39,30.76923076923077
38,1283.6100000000001,29.814374999999995
53,1331.34,19.599999999999994
48,1876.14,30.40047619047619
97,1331.66,21.125555555555554
67,1342.59,24.788750000000004
84,1127.7800000000002,26.02764705882353
79,1165.4299999999998,25.631333333333338
65,1033.95,26.245333333333335
12,1408.6799999999998,24.845625000000002
21,914.95,20.021538461538462
66,728.6399999999999,23.723333333333333
57,980.8299999999999,20.391538461538463
