driver_id,total_fare,avg_distance
11,260.84,15.133333333333335
87,385.09999999999997,21.774
8,300.45000000000005,23.003999999999998
35,319.00999999999993,27.543333333333333
98,528.84,39.0375
47,519.24,27.60571428571429
70,211.39000000000001,36.28333333333333
78,185.39,19.315
6,62.68,22.85
90,291.36,28.406
93,256.01,21.96666666666667
82,485.73999999999995,28.982
58,679.4000000000001,22.159999999999997
81,374.94,21.5925
97,437.71000000000004,20.253999999999998
67,572.95,27.56714285714286
49,521.96,21.738
13,521.8199999999999,36.02142857142858
14,399.91,21.008000000000003
