driver_id,total_fare,avg_distance
69,1031.73,31.630000000000006
64,1267.75,27.182142857142857
30,869.4799999999999,24.185454545454547
100,467.72999999999996,30.65166666666666
70,617.01,31.610000000000003
26,686.13,23.69625
60,833.96,27.7625
19,1103.75,26.088333333333335
55,1064.1,28.531818181818178
95,1168.09,24.018000000000004
93,870.8,30.400000000000006
48,1433.5800000000002,29.48625
32,1184.47,20.884285714285713
88,663.91,21.46166666666667
10,605.6800000000001,13.028888888888892
62,385.33,23.694
83,786.7699999999999,31.425
14,821.5,19.61181818181818
91,695.8500000000001,24.695999999999998
74,426.21,20.487499999999997
