driver_id,total_fare,avg_distance
54,660.87,29.888749999999998
29,740.82,32.285999999999994
69,595.9699999999999,34.473333333333336
98,714.0200000000001,32.47
26,485.92,24.64
60,561.64,29.438888888888886
41,876.96,29.862499999999994
40,340.75,26.815000000000005
53,574.9100000000001,17.978571428571428
58,1155.0500000000002,23.06076923076923
97,954.9300000000001,20.441538461538464
9,371.17,18.99
88,508.03,18.067777777777778
36,459.85,28.590000000000003
10,411.07,9.781666666666668
65,692.1600000000001,25.409
83,780.0399999999998,31.616666666666667
66,352.09,19.368000000000002
72,451.51,31.878000000000004
